Date,IPO Name,Profile,Issue Size (in crores),QIB,HNI,RII,Total,Issue,Listing Open,Listing Close,Listing Gains(%),CMP,Current  Gains (%)
08-02-16,Precision Camsh,https://www.moneycontrol.com/ipo/precision-camsh_PC24.html,410,2.62,0.73,2.01,1.91,186.00,165.00,177.25,-4.7,109.05,-41.37
06-01-16,Narayana Hruda,https://www.moneycontrol.com/ipo/narayana-hruda_NH.html,613,0.01,0.01,0.13,0.07,250.00,291.00,336.70,34.68,489.00,95.60
23-12-15,Dr Lal PathLab,https://www.moneycontrol.com/ipo/dr-lal-pathlab_DLP01.html,638,63.56,61.28,4.24,33.41,550.00,717.00,824.15,49.85,"3,554.55",546.28
23-12-15,Alkem Lab,https://www.moneycontrol.com/ipo/alkem-lab_AL16.html,1349.6,57.19,129.96,3.17,44.29,1050.00,1380.00,1381.45,31.57,"3,454.55",229.00
16-11-15,S H Kelkar,https://www.moneycontrol.com/ipo/s-h-kelkar_KC17.html,200,0.00,0.00,0.00,0.00,180.00,216.00,207.30,15.17,169.10,-6.06
10-11-15,Interglobe Avi,https://www.moneycontrol.com/ipo/interglobe-avi_IA05.html,3000,17.80,3.57,0.92,6.15,765.00,868.00,878.45,14.83,"1,668.00",118.04
02-11-15,Coffee Day,https://www.moneycontrol.com/ipo/coffee-day_CDE.html,1150,4.39,0.54,0.90,1.82,328.00,313.00,270.15,-17.64,41.00,-87.50
21-09-15,Prabhat Dairy,https://www.moneycontrol.com/ipo/prabhat-dairy_PD07.html,300,0.88,1.42,0.34,0.77,115.00,113.00,116.35,1.17,99.65,-13.35
16-09-15,Sadbhav Infra,https://www.moneycontrol.com/ipo/sadbhav-infra_SIP.html,425,3.04,1.66,1.69,2.24,103.00,111.00,106.15,3.06,28.40,-72.43
10-09-15,Shree Pushkar,https://www.moneycontrol.com/ipo/shree-pushkar_SPC03.html,70,0.97,2.09,1.54,1.34,65.00,60.05,63.00,-3.08,172.80,165.85
10-09-15,Pennar Eng,https://www.moneycontrol.com/ipo/pennar-eng_PEB.html,156.19,0.00,0.04,0.11,0.07,178.00,177.95,157.50,-11.52,63.85,-64.13
09-09-15,Navkar Corp,https://www.moneycontrol.com/ipo/navkar-corp_NC09.html,600,6.47,0.90,1.62,2.85,155.00,152.00,166.40,7.35,49.45,-68.10
26-08-15,Power Mech,https://www.moneycontrol.com/ipo/power-mech_PMP.html,273.22,27.53,133.22,3.42,38.12,640.00,600.00,585.75,-8.48,815.00,27.34
11-08-15,Syngene Intl,https://www.moneycontrol.com/ipo/syngene-intl_SI62.html,550,51.47,90.24,4.78,32.05,250.00,295.00,155.20,-37.92,637.75,155.10
09-07-15,Manpasand Bever,https://www.moneycontrol.com/ipo/manpasand-bever_MB03.html,400,1.99,0.38,1.16,1.40,320.00,291.00,163.43,-48.93,6.14,-98.08
26-05-15,PNC Infratech,https://www.moneycontrol.com/ipo/pnc-infratech_PI29.html,488,4.51,0.65,0.28,1.56,378.00,381.00,72.04,-80.94,314.20,-16.88
14-05-15,UFO Moviez,https://www.moneycontrol.com/ipo/ufo-moviez_UMI03.html,600,4.49,1.17,1.02,2.04,625.00,600.00,598.80,-4.19,105.75,-83.08
06-05-15,MEP Infra,https://www.moneycontrol.com/ipo/mep-infra_MID.html,324,1.02,1.51,0.97,1.11,63.00,63.00,60.95,-3.25,23.20,-63.17
30-04-15,VRL Logistics,https://www.moneycontrol.com/ipo/vrl-logistics_VL08.html,473.88,58.22,250.86,7.92,74.26,205.00,288.00,293.30,43.07,303.65,48.12
09-04-15,Inox Wind,https://www.moneycontrol.com/ipo/inox-wind_IW.html,700,35.68,35.38,2.15,18.60,325.00,400.00,438.00,34.77,141.90,-56.34
06-04-15,Imagicaaworld,https://www.moneycontrol.com/ipo/imagicaaworld_AE16.html,467,1.17,0.49,1.37,1.11,180.00,167.95,191.25,6.25,8.64,-95.20
19-03-15,Ortel Comm,https://www.moneycontrol.com/ipo/ortel-comm_OC13.html,240,1.01,0.09,0.39,0.75,181.00,181.00,171.95,-5,1.29,-99.29
19-12-14,Monte Carlo,https://www.moneycontrol.com/ipo/monte-carlo_MC19.html,342.28,13.96,1.71,6.96,7.83,645.00,585.00,566.40,-12.19,379.80,-41.12
01-10-14,Shemaroo Ent,https://www.moneycontrol.com/ipo/shemaroo-ent_SE22.html,120,5.69,8.64,7.79,7.39,170.00,180.00,171.00,0.59,127.10,-25.24
23-09-14,Sharda Crop,https://www.moneycontrol.com/ipo/sharda-crop_SC47.html,352,32.06,251.35,5.85,59.97,156.00,254.10,231.45,48.37,347.90,123.01
12-09-14,Snowman Logist,https://www.moneycontrol.com/ipo/snowman-logist_SL16.html,197.4,16.98,221.79,41.26,59.75,47.00,75.00,78.75,67.55,50.50,7.45
09-05-14,Wonderla,https://www.moneycontrol.com/ipo/wonderla_WH03.html,181.25,16.71,159.04,7.56,38.06,125.00,164.75,157.60,26.08,244.50,95.60
05-06-13,Just Dial,https://www.moneycontrol.com/ipo/just-dial_JD02.html,950,10.12,22.34,3.53,11.63,530.00,590.00,611.45,15.37,964.15,81.92
01-04-13,Repco Home,https://www.moneycontrol.com/ipo/repco-home_RHF01.html,270.38,3.39,0.35,0.51,1.65,172.00,159.95,160.85,-6.48,340.00,97.67
28-12-12,INDUS TOWERS,https://www.moneycontrol.com/ipo/indus-towers_BI26.html,4533.6,2.84,0.10,0.06,1.21,220.00,200.00,191.20,-13.09,222.15,0.98
27-12-12,PC Jeweller,https://www.moneycontrol.com/ipo/pc-jeweller_PJ.html,609.3,7.33,18.12,1.68,6.85,135.00,137.00,74.50,-44.81,24.60,-81.78
26-12-12,CARE Ratings,https://www.moneycontrol.com/ipo/care-ratings_CAR.html,539.98,45.80,110.96,6.18,40.98,750.00,940.00,923.95,23.19,721.50,-3.80
06-12-12,Tara Jewels,https://www.moneycontrol.com/ipo/tara-jewels_TJ01.html,0,1.49,3.10,2.05,1.98,230.00,242.00,229.95,-0.02,0.76,-99.67
18-07-12,VKS Projects,https://www.moneycontrol.com/ipo/vks-projects_VP08.html,55,1.15,0.38,1.13,1.03,55.00,55.80,1.57,-97.15,0.04,-99.93
30-05-12,Speciality Rest,https://www.moneycontrol.com/ipo/speciality-rest_SR04.html,181.96,4.68,2.19,0.55,2.54,150.00,153.00,160.65,7.1,73.70,-50.87
09-05-12,Tribhovandas,https://www.moneycontrol.com/ipo/tribhovandas_TBZ.html,210,1.29,1.91,0.68,1.15,120.00,115.00,111.20,-7.33,84.25,-29.79
12-04-12,MT Educare,https://www.moneycontrol.com/ipo/mt-educare_ME16.html,99,6.01,8.00,2.17,4.80,80.00,86.05,90.35,12.94,9.75,-87.81
12-04-12,NBCC (India),https://www.moneycontrol.com/ipo/nbcc-(india)_NBC.html,127.2,7.07,1.70,3.40,4.93,106.00,100.00,6.47,-93.9,51.45,-51.46
28-03-12,Olympic Cards,https://www.moneycontrol.com/ipo/olympic-cards_OC11.html,25,0.00,3.43,1.36,0.99,30.00,29.95,28.50,-5,2.79,-90.70
09-03-12,MCX India,https://www.moneycontrol.com/ipo/mcx-india_MCE.html,663.31,49.12,150.35,24.14,54.13,1032.00,1387.00,1297.05,25.68,"1,599.65",55.00
02-11-11,Indo Thai Secu,https://www.moneycontrol.com/ipo/indo-thai-secu_ITS.html,33.6,0.00,0.02,3.31,1.16,74.00,76.00,23.00,-68.92,71.00,-4.05
24-10-11,Vaswani Ind,https://www.moneycontrol.com/ipo/vaswani-ind_VI17.html,49,0.16,11.29,6.82,4.16,49.00,33.45,17.75,-63.78,13.63,-72.18
20-10-11,Ujaas Energy,https://www.moneycontrol.com/ipo/ujaas-energy_S16.html,93,1.03,1.56,2.35,1.57,186.00,180.00,31.76,-82.92,2.99,-98.39
19-10-11,Flexituff Ventu,https://www.moneycontrol.com/ipo/flexituff-ventu_FI19.html,104.63,0.51,1.55,1.55,1.03,155.00,155.00,166.40,7.35,21.35,-86.23
19-10-11,Taksheel Solut,https://www.moneycontrol.com/ipo/taksheel-solut_TS13.html,82.5,0.24,4.70,6.18,2.99,150.00,157.40,58.15,-61.23,3.85,-97.43
17-10-11,Onelife Capital,https://www.moneycontrol.com/ipo/onelife-capital_OCA.html,36.85,1.02,0.93,2.32,1.51,110.00,115.00,145.90,32.64,12.11,-88.99
04-10-11,Setubandhan Inf,https://www.moneycontrol.com/ipo/setubandhan-inf_PC20.html,60,0.31,2.76,4.68,2.21,138.00,145.00,22.95,-83.37,1.46,-98.94
26-09-11,PG Electroplast,https://www.moneycontrol.com/ipo/pg-electroplast_PE06.html,120.65,0.98,1.84,1.64,1.34,210.00,200.00,411.65,96.02,377.80,79.90
16-09-11,SRS,https://www.moneycontrol.com/ipo/srs_S15.html,227.5,0.74,5.00,0.29,1.22,58.00,55.00,16.83,-70.98,0.19,-99.67
08-09-11,TD Power System,https://www.moneycontrol.com/ipo/td-power-system_TPS.html,227,6.52,0.32,0.36,2.72,256.00,251.60,274.80,7.34,193.10,-24.57
05-09-11,Brooks Labs,https://www.moneycontrol.com/ipo/brooks-labs_BL04.html,63,0.00,2.82,3.36,1.60,100.00,110.00,50.20,-49.8,88.50,-11.50
26-08-11,Tree House,https://www.moneycontrol.com/ipo/tree-house_THE01.html,112.06,1.02,1.68,2.76,1.85,135.00,132.80,116.55,-13.67,11.06,-91.81
12-08-11,L&T Finance,https://www.moneycontrol.com/ipo/landt-finance_LFH.html,1245,1.93,6.18,9.61,5.34,52.00,53.85,46.46,-10.65,88.30,69.81
04-08-11,Inventure Grow,https://www.moneycontrol.com/ipo/inventure-grow_IGS.html,81.9,0.25,9.49,8.66,4.58,117.00,119.00,5.20,-95.56,3.53,-96.98
28-07-11,Bharatiya Glob,https://www.moneycontrol.com/ipo/bharatiya-glob_BGI01.html,55.1,0.00,1.94,5.06,2.06,82.00,84.00,30.95,-62.26,1.78,-97.83
13-07-11,Kridhan Infra,https://www.moneycontrol.com/ipo/kridhan-infra_RSI02.html,34.75,0.03,1.37,4.18,1.68,108.00,115.00,13.29,-87.69,5.29,-95.10
07-07-11,Birla Pacific,https://www.moneycontrol.com/ipo/birla-pacific_BPM.html,65.18,1.04,0.17,1.82,1.18,10.00,10.10,25.35,153.5,0.28,-97.20
07-07-11,Rushil Decor,https://www.moneycontrol.com/ipo/rushil-decor_RD02.html,40.64,0.23,1.35,6.57,2.62,72.00,81.25,104.49,45.12,290.10,302.92
22-06-11,Timbor Home,https://www.moneycontrol.com/ipo/timbor-home_TH02.html,23.25,0.65,3.22,14.22,5.78,63.00,72.00,91.20,44.76,2.21,-96.49
14-06-11,VMS Industries,https://www.moneycontrol.com/ipo/vms-industries_VI18.html,25.75,0.00,1.11,3.41,1.36,40.00,43.95,28.50,-28.75,16.21,-59.48
27-05-11,Dr Datson Labs,https://www.moneycontrol.com/ipo/dr-datson-labs_AL15.html,120,0.14,2.65,1.84,1.11,234.00,218.00,311.25,33.01,6.29,-97.31
23-05-11,Sanghvi Forging,https://www.moneycontrol.com/ipo/sanghvi-forging_SFE02.html,36.9,0.00,1.82,2.93,1.30,85.00,88.00,111.75,31.47,16.50,-80.59
13-05-11,Innoventive Ind,https://www.moneycontrol.com/ipo/innoventive-ind_II18.html,219.58,0.85,1.94,1.48,1.24,117.00,110.00,93.60,-20,4.20,-96.41
12-05-11,Servalakshmi,https://www.moneycontrol.com/ipo/servalakshmi_SP39.html,60,0.34,4.21,1.90,1.47,29.00,30.00,19.00,-34.48,1.33,-95.41
10-05-11,Future Consumer,https://www.moneycontrol.com/ipo/future-consumer_FVI.html,750,0.26,7.81,0.61,1.52,10.00,9.50,8.30,-17,8.24,-17.60
09-05-11,Paramount Print,https://www.moneycontrol.com/ipo/paramount-print_PP31.html,45.83,0.33,3.28,9.31,3.92,35.00,35.00,26.65,-23.86,0.82,-97.66
06-05-11,Muthoot Finance,https://www.moneycontrol.com/ipo/muthoot-finance_MF19.html,901.25,25.01,60.94,8.50,24.55,175.00,176.45,176.25,0.71,"1,555.50",788.86
08-04-11,Shilpi Cable,https://www.moneycontrol.com/ipo/shilpi-cable_SCT02.html,55.88,1.04,6.39,5.74,3.48,69.00,78.35,23.80,-65.51,1.10,-98.41
30-03-11,PTC India Fin,https://www.moneycontrol.com/ipo/ptc-india-fin_PIF02.html,438.76,2.85,0.22,1.18,1.70,28.00,28.00,24.90,-11.07,20.45,-26.96
24-03-11,Lovable Lingeri,https://www.moneycontrol.com/ipo/lovable-lingeri_LL05.html,93.28,21.87,99.87,20.84,35.21,205.00,261.50,249.20,21.56,125.25,-38.90
11-03-11,Sudar Ind,https://www.moneycontrol.com/ipo/sudar-ind_SG11.html,69.98,0.17,4.47,2.27,1.55,77.00,74.00,113.10,46.88,1.02,-98.68
11-03-11,Fineotex Chem,https://www.moneycontrol.com/ipo/fineotex-chem_FC06.html,30.32,0.00,0.22,4.38,1.57,70.00,80.00,14.09,-79.87,104.70,49.57
10-03-11,Acropetal Tech,https://www.moneycontrol.com/ipo/acropetal-tech_AT17.html,170,1.12,2.00,1.21,1.28,90.00,130.00,98.45,9.39,1.67,-98.14
10-02-11,Omkar Special,https://www.moneycontrol.com/ipo/omkar-special_OSC01.html,79.38,0.82,5.27,9.90,4.67,98.00,95.00,46.20,-52.86,18.34,-81.29
20-01-11,C Mahendra Expo,https://www.moneycontrol.com/ipo/c-mahendra-expo_ME14.html,165,1.02,3.92,4.82,2.78,110.00,111.00,55.43,-49.61,1.79,-98.37
30-12-10,Punjab & Sind,https://www.moneycontrol.com/ipo/punjab-and-sind_PSB.html,480,49.80,22.91,8.38,47.20,120.00,146.10,127.05,5.87,20.00,-83.33
23-12-10,A2Z Infra Eng,https://www.moneycontrol.com/ipo/a2z-infra-eng_AME02.html,675,0.70,4.25,0.33,0.96,400.00,390.00,328.90,-17.78,5.25,-98.69
20-12-10,Claris Life,https://www.moneycontrol.com/ipo/claris-life_CL02.html,300,1.31,2.03,1.60,1.50,228.00,224.40,205.85,-9.71,396.55,73.93
15-12-10,MOIL,https://www.moneycontrol.com/ipo/moil_M11.html,1260,0.00,0.00,0.00,0.00,375.00,551.00,233.25,-37.8,190.10,-49.31
06-12-10,RPP Infra Proj,https://www.moneycontrol.com/ipo/rpp-infra-proj_RIP01.html,48.75,0.16,7.27,5.60,2.97,75.00,75.00,68.95,-8.07,85.50,14.00
16-11-10,Gravita India,https://www.moneycontrol.com/ipo/gravita-india_GI24.html,45,6.04,182.52,37.34,42.88,125.00,218.75,42.08,-66.34,186.15,48.92
04-11-10,Coal India,https://www.moneycontrol.com/ipo/coal-india_CI29.html,15475,24.70,25.40,2.31,15.28,245.00,300.00,342.35,39.73,143.25,-41.53
27-10-10,BS Limited,https://www.moneycontrol.com/ipo/bs-limited_BT08.html,197.36,0.52,3.16,1.04,1.10,248.00,251.00,18.93,-92.37,0.33,-99.87
27-10-10,Gyscoal Alloys,https://www.moneycontrol.com/ipo/gyscoal-alloys_GA07.html,54.67,1.54,33.44,8.00,8.59,71.00,76.60,8.16,-88.51,2.80,-96.06
27-10-10,Prestige Estate,https://www.moneycontrol.com/ipo/prestige-estate_PEP02.html,1200,4.32,0.24,0.08,2.26,183.00,190.00,192.55,5.22,341.80,86.78
20-10-10,Oberoi Realty,https://www.moneycontrol.com/ipo/oberoi-realty_OR.html,1028.61,22.15,3.61,0.94,12.13,260.00,280.00,282.95,8.83,672.90,158.81
18-10-10,Commercial Eng,https://www.moneycontrol.com/ipo/commercial-eng_CEB.html,172.41,3.68,0.34,0.38,2.07,127.00,122.80,112.25,-11.61,37.75,-70.28
14-10-10,Sea TV Network,https://www.moneycontrol.com/ipo/sea-tv-network_STN01.html,50.2,1.66,40.94,7.45,9.58,100.00,120.00,106.00,6,1.98,-98.02
14-10-10,Bedmutha Ind,https://www.moneycontrol.com/ipo/bedmutha-ind_BI20.html,91.8,0.67,29.19,8.51,7.69,102.00,114.40,180.80,77.25,41.80,-59.02
14-10-10,Ashoka Buildcon,https://www.moneycontrol.com/ipo/ashoka-buildcon_AB.html,225,25.52,13.91,3.46,15.94,324.00,333.55,73.33,-77.37,107.45,-66.84
13-10-10,Va Tech Wabag,https://www.moneycontrol.com/ipo/va-tech-wabag_VTW.html,472.6,36.13,100.98,8.55,36.22,1310.00,1655.00,341.88,-73.9,370.00,-71.76
12-10-10,Cantabil Retail,https://www.moneycontrol.com/ipo/cantabil-retail_CRI01.html,105,1.71,3.83,2.63,2.35,135.00,133.80,104.75,-22.41,401.60,197.48
12-10-10,Tecpro Systems,https://www.moneycontrol.com/ipo/tecpro-systems_TS12.html,268.03,27.99,62.48,9.07,24.47,355.00,399.40,407.85,14.89,4.53,-98.72
08-10-10,Electrosteel St,https://www.moneycontrol.com/ipo/electrosteel-st_EI19.html,0,5.86,28.58,6.19,8.23,11.00,11.15,11.25,2.27,31.05,182.27
08-10-10,Orient Green,https://www.moneycontrol.com/ipo/orient-green_OGP.html,900,2.09,0.64,0.18,1.07,47.00,45.70,44.90,-4.47,3.43,-92.70
08-10-10,Ramky Infra,https://www.moneycontrol.com/ipo/ramky-infra_RI29.html,530,4.52,1.45,0.99,2.89,450.00,450.00,387.35,-13.92,177.95,-60.46
06-10-10,Eros Intl,https://www.moneycontrol.com/ipo/eros-intl_EIM.html,350,25.79,73.40,11.95,26.51,175.00,213.55,190.05,8.6,24.80,-85.83
06-10-10,Career Point,https://www.moneycontrol.com/ipo/career-point_CPI07.html,115,47.45,101.93,31.74,47.39,310.00,461.00,632.35,103.98,174.80,-43.61
05-10-10,Sasta Sundar,https://www.moneycontrol.com/ipo/sasta-sundar_MFS04.html,147.5,5.91,35.88,11.04,12.20,118.00,135.10,110.90,-6.02,320.55,171.65
01-10-10,Tirupati Inks,https://www.moneycontrol.com/ipo/tirupati-inks_TI22.html,51.5,1.78,23.18,12.59,8.77,43.00,53.95,36.65,-14.77,1.59,-96.30
29-09-10,Indosolar,https://www.moneycontrol.com/ipo/indosolar_I10.html,357,1.44,1.30,1.81,1.55,29.00,29.75,23.70,-18.28,2.94,-89.86
09-09-10,Gujarat Pipavav,https://www.moneycontrol.com/ipo/gujarat-pipavav_GPP03.html,500,13.20,85.70,9.15,19.94,46.00,56.25,54.05,17.5,110.80,140.87
25-08-10,Prakash Steelag,https://www.moneycontrol.com/ipo/prakash-steelag_PS16.html,68.75,1.27,10.91,6.62,4.53,110.00,118.55,18.80,-82.91,1.57,-98.57
18-08-10,Bajaj Consumer ,https://www.moneycontrol.com/ipo/bajaj-consumer-_BC14.html,297,20.19,53.49,6.62,19.29,660.00,730.00,151.65,-77.02,285.00,-56.82
16-08-10,Bharat Fin,https://www.moneycontrol.com/ipo/bharat-fin_SM15.html,1653.97,20.38,18.26,2.81,13.69,985.00,1036.00,1088.58,10.52,898.20,-8.81
28-07-10,Shri Aster,https://www.moneycontrol.com/ipo/shri-aster_AS24.html,53.1,0.01,12.46,7.41,4.47,118.00,127.70,199.10,68.73,1.28,-98.92
21-07-10,Hindustan Media,https://www.moneycontrol.com/ipo/hindustan-media_HMV.html,270,8.98,3.39,1.00,5.43,166.00,177.95,189.20,13.98,87.20,-47.47
16-07-10,Technofab Engg,https://www.moneycontrol.com/ipo/technofab-engg_TE12.html,71.76,4.28,48.85,10.03,12.78,240.00,265.00,295.65,23.19,6.85,-97.15
01-07-10,Parabolic Drugs,https://www.moneycontrol.com/ipo/parabolic-drugs_PD06.html,200,1.48,1.20,0.40,1.04,75.00,76.00,64.80,-13.6,5.70,-92.40
21-05-10,Jaypee Infra,https://www.moneycontrol.com/ipo/jaypee-infra_JI07.html,1650,1.77,1.15,0.61,1.24,102.00,98.00,91.30,-10.49,2.16,-97.88
20-05-10,SJVN,https://www.moneycontrol.com/ipo/sjvn_S14.html,1079,9.03,3.39,3.12,6.64,26.00,27.10,25.05,-3.65,27.25,4.81
19-05-10,GB Global,https://www.moneycontrol.com/ipo/gb-global_MI38.html,107.9,7.97,10.52,2.81,6.32,130.00,131.00,133.65,2.81,9.80,-92.46
18-05-10,Tarapur Trans,https://www.moneycontrol.com/ipo/tarapur-trans_TT11.html,63.75,0.03,5.08,2.74,1.74,75.00,75.00,56.90,-24.13,5.31,-92.92
13-05-10,NEL HOLDINGS SO,https://www.moneycontrol.com/ipo/nel-holdings-so_NE07.html,405,2.54,0.22,0.16,1.16,54.00,50.00,50.95,-5.65,2.58,-95.22
10-05-10,Talwalkars Fitn,https://www.moneycontrol.com/ipo/talwalkars-fitn_TBV.html,77.44,35.43,51.48,8.43,28.39,128.00,138.00,162.60,27.03,1.45,-98.87
16-04-10,Goenka Diamond,https://www.moneycontrol.com/ipo/goenka-diamond_GDJ01.html,145,0.78,2.99,0.66,1.07,135.00,130.00,12.79,-90.53,1.25,-99.07
12-04-10,Intrasoft Tech,https://www.moneycontrol.com/ipo/intrasoft-tech_IT04.html,53.65,21.97,21.60,13.51,18.95,145.00,140.00,159.35,9.9,114.55,-21.00
09-04-10,Shree Ganesh,https://www.moneycontrol.com/ipo/shree-ganesh_SGJ.html,385.29,1.38,6.13,1.39,1.96,260.00,258.85,163.25,-37.21,0.82,-99.68
06-04-10,Persistent,https://www.moneycontrol.com/ipo/persistent_PS15.html,168.01,144.43,107.73,21.69,93.60,310.00,400.00,204.00,-34.19,"3,131.00",910.00
05-04-10,Pradip Overseas,https://www.moneycontrol.com/ipo/pradip-overseas_PO04.html,116.6,8.57,45.35,10.53,14.08,110.00,120.00,89.29,-18.83,1.20,-98.91
30-03-10,ILandFS Trans,https://www.moneycontrol.com/ipo/ilandfs-trans_ITN.html,700,52.61,39.39,4.56,33.42,258.00,287.00,253.68,-1.67,5.42,-97.90
29-03-10,DQ Entertain,https://www.moneycontrol.com/ipo/dq-entertain_DEI01.html,128.38,93.86,272.88,19.45,86.33,80.00,135.00,108.55,35.69,0.91,-98.86
18-03-10,United Bank,https://www.moneycontrol.com/ipo/united-bank_UBO.html,330,47.08,39.15,9.80,33.38,66.00,77.00,68.80,4.24,4.48,-93.21
11-03-10,Man Infra,https://www.moneycontrol.com/ipo/man-infra_MI37.html,142,96.06,104.57,10.26,62.53,252.00,335.00,69.65,-72.36,65.10,-74.17
10-03-10,Texmo Pipes,https://www.moneycontrol.com/ipo/texmo-pipes_TPP.html,45,1.02,30.50,7.26,7.48,90.00,92.80,137.25,52.5,54.20,-39.78
03-03-10,ARSS Infra,https://www.moneycontrol.com/ipo/arss-infra_AIP.html,103,49.34,124.53,18.55,47.62,450.00,640.00,736.30,63.62,31.50,-93.00
25-02-10,Hathway Cable,https://www.moneycontrol.com/ipo/hathway-cable_HCD.html,735.4,1.43,4.29,0.28,1.36,240.00,246.00,41.56,-82.68,26.05,-89.15
24-02-10,DB Realty,https://www.moneycontrol.com/ipo/db-realty_DR.html,1500,1.35,1.21,0.01,0.85,468.00,452.10,455.40,-2.69,25.60,-94.53
24-02-10,Emmbi Ind,https://www.moneycontrol.com/ipo/emmbi-ind_EP09.html,43.08,0.43,5.55,0.46,1.20,45.00,46.00,28.65,-36.33,113.80,152.89
23-02-10,Aqua Logistics,https://www.moneycontrol.com/ipo/aqua-logistics_AL14.html,150,0.26,5.07,3.00,1.94,220.00,225.00,24.46,-88.88,1.40,-99.36
19-02-10,Thangamayil,https://www.moneycontrol.com/ipo/thangamayil_TJ.html,0,0.52,1.52,2.26,1.12,75.00,70.00,71.10,-5.2,870.00,1060.00
15-02-10,Vascon Engineer,https://www.moneycontrol.com/ipo/vascon-engineer_VE07.html,199.8,1.12,3.65,0.62,1.22,165.00,155.90,146.38,-11.28,21.70,-86.85
15-02-10,Syncom Health,https://www.moneycontrol.com/ipo/syncom-health_SH12.html,56.25,0.99,16.60,6.25,5.17,75.00,88.00,87.85,17.13,4.06,-94.59
08-02-10,Jubilant Food,https://www.moneycontrol.com/ipo/jubilant-food_JF04.html,328.7,59.39,51.95,3.79,31.11,145.00,160.00,114.50,-21.03,"3,770.20",2500.14
03-02-10,Infinite Comp,https://www.moneycontrol.com/ipo/infinite-comp_ICS.html,189.8,48.44,106.02,11.08,43.22,165.00,178.35,184.51,11.82,473.75,187.12
